bin	presence	KO
bin.033	1	K01933
bin.033	1	K00927
bin.033	1	K01803
bin.033	1	K00134
bin.033	1	K15633
bin.033	1	K01057
bin.033	1	K13810
bin.033	1	K02035
bin.033	1	K00036
bin.033	1	K03296
bin.033	1	K02469
bin.033	1	K03671
bin.033	1	K01012
bin.033	1	K01802
bin.033	1	K01621
bin.033	1	K07734
bin.033	1	K00925
bin.033	1	K15634
bin.033	1	K01990
bin.033	1	K08677
bin.033	1	K01897
bin.033	1	K00077
bin.033	1	K06044
bin.033	1	K11961
bin.033	1	K11963
bin.033	1	K11962
bin.033	1	K11959
bin.033	1	K11960
bin.033	1	K00721
bin.033	1	K03928
bin.033	1	K00100
bin.033	1	K05343
bin.033	1	K06996
bin.033	1	K00700
bin.033	1	K09022
bin.033	1	K01915
bin.033	1	K02280
bin.033	1	K07303
bin.033	1	K07302
bin.033	1	K00248
bin.033	1	K01546
bin.033	1	K01546
bin.033	1	K03316
bin.033	1	K01955
bin.033	1	K08178
bin.033	1	K00275
bin.033	1	K03168
bin.033	1	K03294
bin.033	1	K01251
bin.033	1	K00789
bin.033	1	K01770
bin.033	1	K12506
bin.033	1	K00791
bin.033	1	K03666
bin.033	1	K01778
bin.033	1	K01807
bin.033	1	K02004
bin.033	1	K02015
bin.033	1	K02013
bin.033	1	K01322
bin.033	1	K03296
bin.033	1	K07263
bin.033	1	K01610
bin.033	1	K01029
bin.033	1	K01028
bin.033	1	K03527
bin.033	1	K00655
bin.033	1	K00945
bin.033	1	K06044
bin.033	1	K01502
bin.033	1	K00261
bin.033	1	K06942
bin.033	1	K06187
bin.033	1	K00123
bin.033	1	K00123
bin.033	1	K02600
bin.033	1	K09458
bin.033	1	K03529
bin.033	1	K03685
bin.033	1	K07636
bin.033	1	K07658
bin.033	1	K01524
bin.033	1	K03701
bin.033	1	K00978
bin.033	1	K01710
bin.033	1	K01652
bin.033	1	K00721
bin.033	1	K00666
bin.033	1	K01560
bin.033	1	K03466
bin.033	1	K19302
bin.033	1	K01432
bin.033	1	K01897
bin.033	1	K00067
bin.033	1	K01854
bin.033	1	K03392
bin.033	1	K01673
bin.033	1	K07304
bin.033	1	K08139
bin.033	1	K02035
bin.033	1	K02347
bin.033	1	K00763
bin.033	1	K03572
bin.033	1	K02484
bin.033	1	K03205
bin.033	1	K08677
bin.033	1	K01448
bin.033	1	K06911
bin.033	1	K00156
bin.033	1	K01992
bin.033	1	K03742
bin.033	1	K03446
bin.033	1	K00957
bin.033	1	K00955
bin.033	1	K01826
bin.033	1	K00476
bin.033	1	K02314
bin.033	1	K01426
bin.033	1	K07161
bin.033	1	K00257
bin.033	1	K00540
bin.033	1	K08151
bin.033	1	K05710
bin.033	1	K03194
bin.033	1	K05710
bin.033	1	K00962
bin.033	1	K05520
bin.033	1	K02956
bin.033	1	K01823
bin.033	1	K03086
bin.033	1	K17675
bin.033	1	K06173
bin.033	1	K03113
bin.033	1	K12257
bin.033	1	K03088
bin.033	1	K01995
bin.033	1	K01996
bin.033	1	K01997
bin.033	1	K01996
bin.033	1	K00318
bin.033	1	K06884
bin.033	1	K02018
bin.033	1	K02182
bin.033	1	K11175
bin.033	1	K13979
bin.033	1	K02019
bin.033	1	K03519
bin.033	1	K03520
bin.033	1	K03518
bin.033	1	K07161
bin.033	1	K01868
bin.033	1	K03695
bin.033	1	K01563
bin.033	1	K11477
bin.033	1	K01809
bin.033	1	K00540
bin.033	1	K19577
bin.033	1	K01907
bin.033	1	K03654
bin.033	1	K03568
bin.033	1	K15866
bin.033	1	K01897
bin.033	1	K06048
bin.033	1	K00128
bin.033	1	K02016
bin.033	1	K01507
bin.033	1	K00031
bin.033	1	K02226
bin.033	1	K07263
bin.033	1	K01857
bin.033	1	K00481
bin.033	1	K00459
bin.033	1	K00632
bin.033	1	K03272
bin.033	1	K00612
bin.033	1	K03767
bin.033	1	K10680
bin.033	1	K02003
bin.033	1	K02004
bin.033	1	K02004
bin.033	1	K03781
bin.033	1	K05568
bin.033	1	K05567
bin.033	1	K05566
bin.033	1	K08995
bin.033	1	K03925
bin.033	1	K03438
bin.033	1	K01278
bin.033	1	K00609
bin.033	1	K03711
bin.033	1	K02825
bin.033	1	K02405
bin.033	1	K17723
bin.033	1	K01464
bin.033	1	K07671
bin.033	1	K12340
bin.033	1	K15372
bin.033	1	K07775
bin.033	1	K03701
bin.033	1	K01066
bin.033	1	K07058
bin.033	1	K02871
bin.033	1	K02996
bin.033	1	K02864
bin.033	1	K02867
bin.033	1	K02863
bin.033	1	K02601
bin.033	1	K00666
bin.033	1	K01637
bin.033	1	K01754
bin.033	1	K02224
bin.033	1	K01997
bin.033	1	K09707
bin.033	1	K00864
bin.033	1	K03296
bin.033	1	K00548
bin.033	1	K01999
bin.033	1	K01997
bin.033	1	K00666
bin.033	1	K03856
bin.033	1	K06015
bin.033	1	K06884
bin.033	1	K01420
bin.033	1	K07045
bin.033	1	K10218
bin.033	1	K03924
bin.033	1	K01692
bin.033	1	K07462
bin.033	1	K17836
bin.033	1	K01448
bin.033	1	K03768
bin.033	1	K03294
bin.033	1	K07042
bin.033	1	K06217
bin.033	1	K00901
bin.033	1	K07403
bin.033	1	K03499
bin.033	1	K08972
bin.033	1	K03703
bin.033	1	K00284
bin.033	1	K01436
bin.033	1	K03572
bin.033	1	K00791
bin.033	1	K06147
bin.033	1	K03687
bin.033	1	K05516
bin.033	1	K01029
bin.033	1	K02337
bin.033	1	K03070
bin.033	1	K04517
bin.033	1	K00077
bin.033	1	K00721
bin.033	1	K00059
bin.033	1	K02036
bin.033	1	K02037
bin.033	1	K02038
bin.033	1	K07768
bin.033	1	K02040
bin.033	1	K01669
bin.033	1	K04047
bin.033	1	K16147
bin.033	1	K02392
bin.033	1	K02391
bin.033	1	K01870
bin.033	1	K07107
bin.033	1	K09684
bin.033	1	K07250
bin.033	1	K00341
bin.033	1	K00339
bin.033	1	K00340
bin.033	1	K00338
bin.033	1	K06863
bin.033	1	K01945
bin.033	1	K01951
bin.033	1	K04043
bin.033	1	K08372
bin.033	1	K02438
bin.033	1	K18011
bin.033	1	K00806
bin.033	1	K01673
bin.033	1	K03500
bin.033	1	K04110
bin.033	1	K00114
bin.033	1	K06205
bin.033	1	K15546
bin.033	1	K00114
bin.033	1	K03320
bin.033	1	K02428
bin.033	1	K02614
bin.033	1	K00796
bin.033	1	K17488
bin.033	1	K07058
bin.033	1	K02056
bin.033	1	K02346
bin.033	1	K01589
bin.033	1	K01588
bin.033	1	K03569
bin.033	1	K06287
bin.033	1	K01586
bin.033	1	K03590
bin.033	1	K03531
bin.033	1	K03723
bin.033	1	K08591
bin.033	1	K03977
bin.033	1	K00942
bin.033	1	K00989
bin.033	1	K02066
bin.033	1	K03060
bin.033	1	K00820
bin.033	1	K00459
bin.033	1	K10563
bin.033	1	K02945
bin.033	1	K09005
bin.033	1	K01845
bin.033	1	K10764
bin.033	1	K10439
bin.033	1	K10441
bin.033	1	K17203
bin.033	1	K01547
bin.033	1	K01548
bin.033	1	K06024
bin.033	1	K01151
bin.033	1	K00252
bin.033	1	K04066
bin.033	1	K13829
bin.033	1	K00666
bin.033	1	K00568
bin.033	1	K00517
bin.033	1	K01897
bin.033	1	K11784
bin.033	1	K00566
bin.033	1	K02041
bin.033	1	K16066
bin.033	1	K02042
bin.033	1	K11927
bin.033	1	K00249
bin.033	1	K00626
bin.033	1	K03817
bin.033	1	K00612
bin.033	1	K01576
bin.033	1	K01897
bin.033	1	K01669
bin.033	1	K01669
bin.033	1	K00477
bin.033	1	K15372
bin.033	1	K03655
bin.033	1	K11755
bin.033	1	K02500
bin.033	1	K01576
bin.033	1	K00611
bin.033	1	K03402
bin.033	1	K03296
bin.033	1	K01971
bin.033	1	K01142
bin.033	1	K03101
bin.033	1	K06196
bin.033	1	K13292
bin.033	1	K06997
bin.033	1	K09772
bin.033	1	K00773
bin.033	1	K06180
bin.033	1	K01662
bin.033	1	K01907
bin.033	1	K03316
bin.033	1	K03787
bin.033	1	K00128
bin.033	1	K01619
bin.033	1	K01736
bin.033	1	K01958
bin.033	1	K06999
bin.033	1	K07263
bin.033	1	K01738
bin.033	1	K03608
bin.033	1	K03609
bin.033	1	K03609
bin.033	1	K03610
bin.033	1	K03609
bin.033	1	K08676
bin.033	1	K07588
bin.033	1	K13787
bin.033	1	K03527
bin.033	1	K09958
bin.033	1	K05999
bin.033	1	K03711
bin.033	1	K05603
bin.033	1	K04750
bin.033	1	K01745
bin.033	1	K01468
bin.033	1	K01712
bin.033	1	K01897
bin.033	1	K18661
bin.033	1	K01996
bin.033	1	K07119
bin.033	1	K05712
bin.033	1	K01995
bin.033	1	K07447
bin.033	1	K01489
bin.033	1	K03699
bin.033	1	K00901
bin.033	1	K03584
bin.033	1	K01201
bin.033	1	K00855
bin.033	1	K03929
bin.033	1	K00334
bin.033	1	K00333
bin.033	1	K00331
bin.033	1	K00330
bin.033	1	K09811
bin.033	1	K13311
bin.033	1	K01626
bin.033	1	K05522
bin.033	1	K03442
bin.033	1	K03282
bin.033	1	K00855
bin.033	1	K01601
bin.033	1	K01867
bin.033	1	K03316
bin.033	1	K03787
bin.033	1	K00163
bin.033	1	K00627
bin.033	1	K03296
bin.033	1	K00919
bin.033	1	K01991
bin.033	1	K01918
bin.033	1	K18372
bin.033	1	K02111
bin.033	1	K02113
bin.033	1	K02112
bin.033	1	K02115
bin.033	1	K01992
bin.033	1	K03724
bin.033	1	K07657
bin.033	1	K03594
bin.033	1	K06133
bin.033	1	K00008
bin.033	1	K03592
bin.033	1	K03568
bin.033	1	K08677
bin.033	1	K00425
bin.033	1	K02044
bin.033	1	K00426
bin.033	1	K05999
bin.033	1	K12994
bin.033	1	K03088
bin.033	1	K00266
bin.033	1	K02035
bin.033	1	K01601
bin.033	1	K01602
bin.033	1	K01652
bin.033	1	K07090
bin.033	1	K05592
bin.033	1	K11177
bin.033	1	K11178
bin.033	1	K11178
bin.033	1	K13483
bin.033	1	K01733
bin.033	1	K00872
bin.033	1	K01657
bin.033	1	K00666
bin.033	1	K07045
bin.033	1	K03530
bin.033	1	K12508
bin.033	1	K11263
bin.033	1	K01848
bin.033	1	K01849
bin.033	1	K03811
bin.033	1	K00435
bin.033	1	K06013
bin.033	1	K03465
bin.033	1	K01056
bin.033	1	K00930
bin.033	1	K00114
bin.033	1	K02528
bin.033	1	K03307
bin.033	1	K05595
bin.033	1	K03469
bin.033	1	K01990
bin.033	1	K01246
bin.033	1	K01897
bin.033	1	K01992
bin.033	1	K00666
bin.033	1	K15977
bin.033	1	K04077
bin.033	1	K03715
bin.033	1	K01712
bin.033	1	K01712
bin.033	1	K07119
bin.033	1	K11987
bin.033	1	K13485
bin.033	1	K03168
bin.033	1	K04094
bin.033	1	K01419
bin.033	1	K01990
bin.033	1	K02433
bin.033	1	K00767
bin.033	1	K00020
bin.033	1	K16566
bin.033	1	K01854
bin.033	1	K00324
bin.033	1	K00325
bin.033	1	K00324
bin.033	1	K00943
bin.033	1	K02341
bin.033	1	K01952
bin.033	1	K01756
bin.033	1	K08963
bin.033	1	K00794
bin.033	1	K15495
bin.033	1	K07114
bin.033	1	K01262
bin.033	1	K00382
bin.033	1	K00954
bin.033	1	K08316
bin.033	1	K07025
bin.033	1	K01338
bin.033	1	K02939
bin.033	1	K02963
bin.033	1	K02501
bin.033	1	K01814
bin.033	1	K01775
bin.033	1	K09825
bin.033	1	K02400
bin.033	1	K03072
bin.033	1	K01028
bin.033	1	K01029
bin.033	1	K00077
bin.033	1	K00606
bin.033	1	K06976
bin.033	1	K03088
bin.033	1	K12410
bin.033	1	K02304
bin.033	1	K00858
bin.033	1	K03631
bin.033	1	K01247
bin.033	1	K03878
bin.033	1	K02128
bin.033	1	K03878
bin.033	1	K03076
bin.033	1	K02876
bin.033	1	K00939
bin.033	1	K01265
bin.033	1	K11904
bin.033	1	K03684
bin.033	1	K03719
bin.033	1	K02035
bin.033	1	K13775
bin.033	1	K16168
bin.033	1	K04037
bin.033	1	K01256
bin.033	1	K09024
bin.033	1	K11717
bin.033	1	K09013
bin.033	1	K09015
bin.033	1	K01515
bin.033	1	K00163
bin.033	1	K02434
bin.033	1	K00274
bin.033	1	K01915
bin.033	1	K02888
bin.033	1	K07584
bin.033	1	K15977
bin.033	1	K15052
bin.033	1	K07478
bin.033	1	K00790
bin.033	1	K03569
bin.033	1	K07566
bin.033	1	K04487
bin.033	1	K03639
bin.033	1	K05568
bin.033	1	K00721
bin.033	1	K00801
bin.033	1	K01725
bin.033	1	K00375
bin.033	1	K03431
bin.033	1	K00433
bin.033	1	K03294
bin.033	1	K01758
bin.033	1	K01697
bin.033	1	K05349
bin.033	1	K01687
bin.033	1	K07516
bin.033	1	K01733
bin.033	1	K02453
bin.033	1	K01791
bin.033	1	K01493
bin.033	1	K02851
bin.033	1	K01881
bin.033	1	K03497
bin.033	1	K01488
bin.033	1	K06048
bin.033	1	K04110
bin.033	1	K01628
bin.033	1	K15634
bin.033	1	K03594
bin.033	1	K00114
bin.033	1	K04567
bin.033	1	K07250
bin.033	1	K09251
bin.033	1	K00130
bin.033	1	K03624
bin.033	1	K02279
bin.033	1	K03186
bin.033	1	K02005
bin.033	1	K01555
bin.033	1	K03284
bin.033	1	K00966
bin.033	1	K03657
bin.033	1	K07263
bin.033	1	K03446
bin.033	1	K09705
bin.033	1	K00451
bin.033	1	K01191
bin.033	1	K03885
bin.033	1	K01689
bin.033	1	K03524
bin.033	1	K01322
bin.033	1	K00940
bin.033	1	K03654
bin.033	1	K02019
bin.033	1	K00020
bin.033	1	K00951
bin.033	1	K00951
bin.033	1	K00759
bin.033	1	K03446
bin.033	1	K11991
bin.033	1	K11472
bin.033	1	K11473
bin.033	1	K00311
bin.033	1	K03306
bin.033	1	K01322
bin.033	1	K00954
bin.033	1	K02837
bin.033	1	K01754
bin.033	1	K00666
bin.033	1	K03101
bin.033	1	K03106
bin.033	1	K02959
bin.033	1	K02860
bin.033	1	K00166
bin.033	1	K03596
bin.033	1	K02221
bin.033	1	K02446
bin.033	1	K01623
bin.033	1	K00605
bin.033	1	K02437
bin.033	1	K00283
bin.033	1	K00282
bin.033	1	K01997
bin.033	1	K01998
bin.033	1	K00163
bin.033	1	K00077
bin.033	1	K01876
bin.033	1	K02301
bin.033	1	K02301
bin.033	1	K15765
bin.033	1	K16969
bin.033	1	K00954
bin.033	1	K07177
bin.033	1	K01061
bin.033	1	K02400
bin.033	1	K03229
bin.033	1	K02420
bin.033	1	K00297
bin.033	1	K02419
bin.033	1	K02417
bin.033	1	K00266
bin.033	1	K02438
bin.033	1	K01918
bin.033	1	K13038
bin.033	1	K03525
bin.033	1	K07259
bin.033	1	K12511
bin.033	1	K12510
bin.033	1	K02283
bin.033	1	K02347
bin.033	1	K08177
bin.033	1	K00826
bin.033	1	K06199
bin.033	1	K00765
bin.033	1	K02502
bin.033	1	K02066
bin.033	1	K02065
bin.033	1	K01887
bin.033	1	K04096
bin.033	1	K00783
bin.033	1	K07738
bin.033	1	K01520
bin.033	1	K09927
bin.033	1	K01995
bin.033	1	K01998
bin.033	1	K01997
bin.033	1	K01996
bin.033	1	K02651
bin.033	1	K01840
bin.033	1	K11720
bin.033	1	K06861
bin.033	1	K01955
bin.033	1	K00459
bin.033	1	K05364
bin.033	1	K02926
bin.033	1	K02906
bin.033	1	K02886
bin.033	1	K02892
bin.033	1	K02965
bin.033	1	K08178
bin.033	1	K01971
bin.033	1	K01971
bin.033	1	K01971
bin.033	1	K06861
bin.033	1	K02083
bin.033	1	K01647
bin.033	1	K01693
bin.033	1	K01647
bin.033	1	K15736
bin.033	1	K01011
bin.033	1	K09162
bin.033	1	K00077
bin.033	1	K05592
bin.033	1	K13778
bin.033	1	K11731
bin.033	1	K13990
bin.033	1	K01251
bin.033	1	K00666
bin.033	1	K01698
bin.033	1	K05595
bin.033	1	K05349
bin.033	1	K00134
bin.033	1	K13542
bin.033	1	K02492
bin.033	1	K01845
bin.033	1	K06016
bin.033	1	K03543
bin.033	1	K12994
bin.033	1	K02503
bin.033	1	K09117
bin.033	1	K07403
bin.033	1	K04096
bin.033	1	K01889
bin.033	1	K01890
bin.033	1	K03652
bin.033	1	K19002
bin.033	1	K11178
bin.033	1	K13483
bin.033	1	K03499
bin.033	1	K03499
bin.033	1	K07646
bin.033	1	K11263
bin.033	1	K00208
bin.033	1	K03306
bin.033	1	K00721
bin.033	1	K11717
bin.033	1	K04488
bin.033	1	K03046
bin.033	1	K00451
bin.033	1	K10217
bin.033	1	K01714
bin.033	1	K01826
bin.033	1	K00891
bin.033	1	K01736
bin.033	1	K00128
bin.033	1	K00384
bin.033	1	K02337
bin.033	1	K07305
bin.033	1	K07386
bin.033	1	K00245
bin.033	1	K00239
bin.033	1	K01868
bin.033	1	K00023
bin.033	1	K11473
bin.033	1	K01999
bin.033	1	K07516
bin.033	1	K01876
bin.033	1	K08977
bin.033	1	K08977
bin.033	1	K01754
bin.033	1	K01703
bin.033	1	K01704
bin.033	1	K02013
bin.033	1	K02438
bin.033	1	K11177
bin.033	1	K01652
bin.033	1	K11178
bin.033	1	K04075
bin.033	1	K03798
bin.033	1	K00760
bin.033	1	K18014
bin.033	1	K03296
bin.033	1	K01711
bin.033	1	K01998
bin.033	1	K01997
bin.033	1	K07259
bin.033	1	K08223
bin.033	1	K03216
bin.033	1	K02377
bin.033	1	K02433
bin.033	1	K03215
bin.033	1	K02435
bin.033	1	K00459
bin.033	1	K00666
bin.033	1	K03106
bin.033	1	K07040
bin.033	1	K00648
bin.033	1	K00645
bin.033	1	K00059
bin.033	1	K02078
bin.033	1	K00241
bin.033	1	K08151
bin.033	1	K19302
bin.033	1	K01874
bin.033	1	K07456
bin.033	1	K03786
bin.033	1	K01866
bin.033	1	K04083
bin.033	1	K03530
bin.033	1	K06925
bin.033	1	K02469
bin.033	1	K14742
bin.033	1	K03789
bin.033	1	K09710
bin.033	1	K02237
bin.033	1	K01869
bin.033	1	K00019
bin.033	1	K01784
bin.033	1	K06872
bin.033	1	K13888
bin.033	1	K02316
bin.033	1	K02843
bin.033	1	K03702
bin.033	1	K01897
bin.033	1	K01883
bin.033	1	K01652
bin.033	1	K00817
bin.033	1	K01591
bin.033	1	K00762
bin.033	1	K01887
bin.033	1	K17828
bin.033	1	K02823
bin.033	1	K02128
bin.033	1	K00721
bin.033	1	K06898
bin.033	1	K01839
bin.033	1	K03980
bin.033	1	K01999
bin.033	1	K01995
bin.033	1	K03196
bin.033	1	K03205
bin.033	1	K00859
bin.033	1	K10914
bin.033	1	K07588
bin.033	1	K03517
bin.033	1	K01925
bin.033	1	K01000
bin.033	1	K03664
bin.033	1	K09935
bin.033	1	K02238
bin.033	1	K01895
bin.033	1	K01784
bin.033	1	K00600
bin.033	1	K00761
bin.033	1	K01995
bin.033	1	K01999
bin.033	1	K11996
bin.033	1	K18979
bin.033	1	K01783
bin.033	1	K02495
bin.033	1	K12506
bin.033	1	K00946
bin.033	1	K03621
bin.033	1	K02902
bin.033	1	K01638
bin.033	1	K02761
bin.033	1	K09121
bin.033	1	K16264
bin.033	1	K00626
bin.033	1	K01356
bin.033	1	K00257
bin.033	1	K01903
bin.033	1	K01902
bin.033	1	K01711
bin.033	1	K15856
bin.033	1	K01790
bin.033	1	K06885
bin.033	1	K00930
bin.033	1	K07090
bin.033	1	K02356
bin.033	1	K06864
bin.033	1	K07241
bin.033	1	K04487
bin.033	1	K04749
bin.033	1	K04757
bin.033	1	K03090
bin.033	1	K01872
bin.033	1	K15634
bin.033	1	K00058
bin.033	1	K03147
bin.033	1	K00053
bin.033	1	K02039
bin.033	1	K01715
bin.033	1	K07177
bin.033	1	K03495
bin.033	1	K02335
bin.033	1	K00936
bin.033	1	K03070
bin.033	1	K00766
bin.033	1	K01658
bin.033	1	K01358
bin.033	1	K03545
bin.033	1	K00003
bin.033	1	K06901
bin.033	1	K01995
bin.033	1	K01996
bin.033	1	K07001
bin.033	1	K11731
bin.033	1	K01092
bin.033	1	K00343
bin.033	1	K00252
bin.033	1	K07024
bin.033	1	K03590
bin.033	1	K00013
bin.033	1	K00765
bin.033	1	K09811
bin.033	1	K09812
bin.033	1	K00248
bin.033	1	K02982
bin.033	1	K02878
bin.033	1	K02904
bin.033	1	K02961
bin.033	1	K02874
bin.033	1	K18012
bin.033	1	K01843
bin.033	1	K14059
bin.033	1	K11472
bin.033	1	K00104
bin.033	1	K01996
bin.033	1	K01998
bin.033	1	K01998
bin.033	1	K01997
bin.033	1	K07979
bin.033	1	K07344
bin.033	1	K03200
bin.033	1	K03204
bin.033	1	K03431
bin.033	1	K18672
bin.033	1	K06949
bin.033	1	K02968
bin.033	1	K03821
bin.033	1	K08151
bin.033	1	K03886
bin.033	1	K00412
bin.033	1	K07390
bin.033	1	K07107
bin.033	1	K01896
bin.033	1	K00997
bin.033	1	K06974
bin.033	1	K17759
bin.033	1	K01301
bin.033	1	K17836
bin.033	1	K00362
bin.033	1	K05889
bin.033	1	K01754
bin.033	1	K02612
bin.033	1	K02611
bin.033	1	K02610
bin.033	1	K02609
bin.033	1	K03179
bin.033	1	K01895
bin.033	1	K15513
bin.033	1	K00261
bin.033	1	K08169
bin.033	1	K03644
bin.033	1	K03820
bin.033	1	K01061
bin.033	1	K00091
bin.033	1	K13010
bin.033	1	K03980
bin.033	1	K13019
bin.033	1	K03530
bin.033	1	K03404
bin.033	1	K06045
bin.033	1	K09456
bin.033	1	K02035
bin.033	1	K03701
bin.033	1	K01560
bin.033	1	K07056
bin.033	1	K01754
bin.033	1	K00928
bin.033	1	K00133
bin.033	1	K00215
bin.033	1	K01547
bin.033	1	K01546
bin.033	1	K08677
bin.033	1	K00324
bin.033	1	K01999
bin.033	1	K01996
bin.033	1	K01995
bin.033	1	K00123
bin.033	1	K00124
bin.033	1	K02379
bin.033	1	K00603
bin.033	1	K04485
bin.033	1	K07263
bin.033	1	K03116
bin.033	1	K03118
bin.033	1	K03183
bin.033	1	K00805
bin.033	1	K03424
bin.033	1	K00721
bin.033	1	K09761
bin.033	1	K01962
bin.033	1	K01963
bin.033	1	K03686
bin.033	1	K03705
bin.033	1	K02004
bin.033	1	K08997
bin.033	1	K06929
bin.033	1	K03555
bin.033	1	K03885
bin.033	1	K04518
bin.033	1	K02837
bin.033	1	K00128
bin.033	1	K02035
bin.033	1	K00764
bin.033	1	K19416
bin.033	1	K01945
bin.033	1	K00130
bin.033	1	K03841
bin.033	1	K00855
bin.033	1	K13929
bin.033	1	K00375
bin.033	1	K13832
bin.033	1	K01409
bin.033	1	K13777
bin.033	1	K00059
bin.033	1	K00666
bin.033	1	K15987
bin.033	1	K11904
bin.033	1	K05343
bin.033	1	K16147
bin.033	1	K03189
bin.033	1	K03519
bin.033	1	K00797
bin.033	1	K01998
bin.033	1	K00020
bin.033	1	K00873
bin.033	1	K09684
bin.033	1	K01090
bin.033	1	K09456
bin.033	1	K03823
bin.033	1	K03665
bin.033	1	K03570
bin.033	1	K07304
bin.033	1	K07391
bin.033	1	K10621
bin.033	1	K01999
bin.033	1	K01998
bin.033	1	K00942
bin.033	1	K03296
bin.033	1	K00948
bin.033	1	K01621
bin.033	1	K07393
bin.033	1	K10947
bin.033	1	K00772
bin.033	1	K00941
bin.033	1	K00788
bin.033	1	K02935
bin.033	1	K01958
bin.033	1	K11407
bin.033	1	K01997
bin.033	1	K03088
bin.033	1	K01998
bin.033	1	K08151
bin.033	1	K10823
bin.033	1	K02031
bin.033	1	K01912
bin.033	1	K02618
bin.033	1	K00036
bin.033	1	K00249
bin.033	1	K03555
bin.033	1	K03199
bin.033	1	K03198
bin.033	1	K03823
bin.033	1	K01972
bin.033	1	K06889
bin.033	1	K08677
bin.033	1	K02618
bin.033	1	K14652
bin.033	1	K00794
bin.033	1	K00432
bin.033	1	K01968
bin.033	1	K01968
bin.037	1	K11085
bin.037	1	K00140
bin.037	1	K02044
bin.037	1	K08884
bin.037	1	K03820
bin.037	1	K01878
bin.037	1	K01259
bin.037	1	K03830
bin.037	1	K02621
bin.037	1	K00797
bin.037	1	K02834
bin.037	1	K03177
bin.037	1	K01972
bin.037	1	K01845
bin.037	1	K00788
bin.037	1	K00252
bin.037	1	K03088
bin.037	1	K01652
bin.037	1	K01652
bin.037	1	K01531
bin.037	1	K06949
bin.037	1	K01069
bin.037	1	K07783
bin.037	1	K15942
bin.037	1	K06889
bin.037	1	K03529
bin.037	1	K00571
bin.037	1	K00666
bin.037	1	K03734
bin.037	1	K09773
bin.037	1	K03611
bin.037	1	K04760
bin.037	1	K05818
bin.037	1	K01934
bin.037	1	K11209
bin.037	1	K09919
bin.037	1	K01867
bin.037	1	K11942
bin.037	1	K16137
bin.037	1	K00789
bin.037	1	K00248
bin.037	1	K02291
bin.037	1	K15512
bin.037	1	K15511
bin.037	1	K03187
bin.037	1	K01428
bin.037	1	K01429
bin.037	1	K03560
bin.037	1	K03562
bin.037	1	K07107
bin.037	1	K03646
bin.037	1	K13688
bin.037	1	K03299
bin.037	1	K02556
bin.037	1	K02405
bin.037	1	K03582
bin.037	1	K03581
bin.037	1	K04564
bin.037	1	K09005
bin.037	1	K03601
bin.037	1	K03111
bin.037	1	K02438
bin.037	1	K00523
bin.037	1	K07778
bin.037	1	K07693
bin.037	1	K07056
bin.037	1	K00249
bin.037	1	K18289
bin.037	1	K04773
bin.037	1	K08301
bin.037	1	K01091
bin.037	1	K01810
bin.037	1	K02192
bin.037	1	K03594
bin.037	1	K03074
bin.037	1	K03446
bin.037	1	K01495
bin.037	1	K00799
bin.037	1	K04043
bin.037	1	K02196
bin.037	1	K02195
bin.037	1	K10027
bin.037	1	K02193
bin.037	1	K02194
bin.037	1	K13483
bin.037	1	K11178
bin.037	1	K09017
bin.037	1	K00517
bin.037	1	K02613
bin.037	1	K00948
bin.037	1	K00919
bin.037	1	K06934
bin.037	1	K01754
bin.037	1	K01066
bin.037	1	K05281
bin.037	1	K01451
bin.037	1	K02035
bin.037	1	K02417
bin.037	1	K02416
bin.037	1	K01255
bin.037	1	K00033
bin.037	1	K00036
bin.037	1	K01950
bin.037	1	K09919
bin.037	1	K09808
bin.037	1	K10804
bin.037	1	K02003
bin.037	1	K01462
bin.037	1	K00772
bin.037	1	K00963
bin.037	1	K02837
bin.037	1	K06187
bin.037	1	K01115
bin.037	1	K01995
bin.037	1	K01996
bin.037	1	K12452
bin.037	1	K01710
bin.037	1	K01465
bin.037	1	K00609
bin.037	1	K08252
bin.037	1	K08972
bin.037	1	K00297
bin.037	1	K11942
bin.037	1	K03781
bin.037	1	K00287
bin.037	1	K06131
bin.037	1	K15358
bin.037	1	K02072
bin.037	1	K02073
bin.037	1	K05810
bin.037	1	K03821
bin.037	1	K02303
bin.037	1	K00481
bin.037	1	K01996
bin.037	1	K01998
bin.037	1	K01881
bin.037	1	K01881
bin.037	1	K02046
bin.037	1	K03040
bin.037	1	K02879
bin.037	1	K01929
bin.037	1	K01000
bin.037	1	K01588
bin.037	1	K01589
bin.037	1	K07566
bin.037	1	K00059
bin.037	1	K13929
bin.037	1	K02073
bin.037	1	K00681
bin.037	1	K13930
bin.037	1	K00645
bin.037	1	K02502
bin.037	1	K01939
bin.037	1	K01997
bin.037	1	K01998
bin.037	1	K01995
bin.037	1	K01996
bin.037	1	K00481
bin.037	1	K02335
bin.037	1	K01090
bin.037	1	K00806
bin.037	1	K02838
bin.037	1	K09903
bin.037	1	K00641
bin.037	1	K01210
bin.037	1	K00602
bin.037	1	K05540
bin.037	1	K03557
bin.037	1	K01737
bin.037	1	K00791
bin.037	1	K03572
bin.037	1	K03833
bin.037	1	K00121
bin.037	1	K06916
bin.037	1	K01996
bin.037	1	K01451
bin.037	1	K02051
bin.037	1	K06044
bin.037	1	K00705
bin.037	1	K01494
bin.037	1	K00681
