bin	presence	KO
bin.044	1	K17214
bin.044	1	K17215
bin.044	1	K06148
bin.044	1	K00012
bin.044	1	K08678
bin.044	1	K01779
bin.044	1	K03609
bin.044	1	K03608
bin.044	1	K03609
bin.044	1	K03610
bin.044	1	K05837
bin.044	1	K01754
bin.044	1	K02837
bin.044	1	K00948
bin.044	1	K03296
bin.044	1	K00762
bin.044	1	K02035
bin.044	1	K02548
bin.044	1	K13641
bin.044	1	K01524
bin.044	1	K01939
bin.044	1	K09704
bin.044	1	K07304
bin.044	1	K02114
bin.044	1	K02112
bin.044	1	K13489
bin.044	1	K13490
bin.044	1	K13486
bin.044	1	K17675
bin.044	1	K01556
bin.044	1	K01061
bin.044	1	K02651
bin.044	1	K02500
bin.044	1	K03655
bin.044	1	K11755
bin.044	1	K00023
bin.044	1	K03569
bin.044	1	K01586
bin.044	1	K06287
bin.044	1	K03570
bin.044	1	K05515
bin.044	1	K10747
bin.044	1	K03817
bin.044	1	K07493
bin.044	1	K01839
bin.044	1	K02477
bin.044	1	K01849
bin.044	1	K01885
bin.044	1	K01848
bin.044	1	K07516
bin.044	1	K00249
bin.044	1	K03088
bin.044	1	K06942
bin.044	1	K00261
bin.044	1	K08999
bin.044	1	K03644
bin.044	1	K03801
bin.044	1	K08169
bin.044	1	K00074
bin.044	1	K00626
bin.044	1	K03296
bin.044	1	K02005
bin.044	1	K06215
bin.044	1	K08681
bin.044	1	K07303
bin.044	1	K07302
bin.044	1	K03841
bin.044	1	K01602
bin.044	1	K00855
bin.044	1	K02651
bin.044	1	K02279
bin.044	1	K02278
bin.044	1	K08995
bin.044	1	K07568
bin.044	1	K06381
bin.044	1	K09825
bin.044	1	K05845
bin.044	1	K05846
bin.044	1	K00937
bin.044	1	K00283
bin.044	1	K06024
bin.044	1	K01151
bin.044	1	K02346
bin.044	1	K00282
bin.044	1	K05896
bin.044	1	K03574
bin.044	1	K03088
bin.044	1	K12410
bin.044	1	K00297
bin.044	1	K02420
bin.044	1	K13810
bin.044	1	K01142
bin.044	1	K01848
bin.044	1	K05606
bin.044	1	K01006
bin.044	1	K00721
bin.044	1	K02051
bin.044	1	K02232
bin.044	1	K01712
bin.044	1	K00873
bin.044	1	K08177
bin.044	1	K01995
bin.044	1	K01854
bin.044	1	K01996
bin.044	1	K01998
bin.044	1	K01997
bin.044	1	K00109
bin.044	1	K00294
bin.044	1	K01870
bin.044	1	K02392
bin.044	1	K02405
bin.044	1	K03820
bin.044	1	K00859
bin.044	1	K06015
bin.044	1	K03527
bin.044	1	K01420
bin.044	1	K14051
bin.044	1	K10563
bin.044	1	K04078
bin.044	1	K04077
bin.044	1	K02231
bin.044	1	K02016
bin.044	1	K03665
bin.044	1	K04771
bin.044	1	K00331
bin.044	1	K00332
bin.044	1	K00330
bin.044	1	K01992
bin.044	1	K01990
bin.044	1	K01133
bin.044	1	K06898
bin.044	1	K01420
bin.044	1	K08738
bin.044	1	K11178
bin.044	1	K13483
bin.044	1	K11177
bin.044	1	K17225
bin.044	1	K03294
bin.044	1	K00479
bin.044	1	K01589
bin.044	1	K18827
bin.044	1	K00818
bin.044	1	K00145
bin.044	1	K00620
bin.044	1	K02029
bin.044	1	K02028
bin.044	1	K01996
bin.044	1	K01998
bin.044	1	K01998
bin.044	1	K02029
bin.044	1	K02030
bin.044	1	K01623
bin.044	1	K02446
bin.044	1	K01556
bin.044	1	K00453
bin.044	1	K09936
bin.044	1	K11784
bin.044	1	K07263
bin.044	1	K01759
bin.044	1	K06863
bin.044	1	K06941
bin.044	1	K01880
bin.044	1	K14597
bin.044	1	K17836
bin.044	1	K03497
bin.044	1	K00788
bin.044	1	K05710
bin.044	1	K00457
bin.044	1	K00451
bin.044	1	K01555
bin.044	1	K00019
bin.044	1	K01784
bin.044	1	K01869
bin.044	1	K00666
bin.044	1	K08151
bin.044	1	K07114
bin.044	1	K02913
bin.044	1	K03073
bin.044	1	K02601
bin.044	1	K01191
bin.044	1	K03294
bin.044	1	K00627
bin.044	1	K00162
bin.044	1	K00059
bin.044	1	K00161
bin.044	1	K08963
bin.044	1	K00059
bin.044	1	K19633
bin.044	1	K03442
bin.044	1	K12994
bin.044	1	K03878
bin.044	1	K03878
bin.044	1	K02126
bin.044	1	K02128
bin.044	1	K02256
bin.044	1	K07025
bin.044	1	K03979
bin.044	1	K02899
bin.044	1	K09458
bin.044	1	K01586
bin.044	1	K00969
bin.044	1	K04567
bin.044	1	K06173
bin.044	1	K15727
bin.044	1	K01968
bin.044	1	K11717
bin.044	1	K01640
bin.044	1	K02274
bin.044	1	K02438
bin.044	1	K02438
bin.044	1	K01968
bin.044	1	K13766
bin.044	1	K03428
bin.044	1	K03724
bin.044	1	K01996
bin.044	1	K01995
bin.044	1	K00114
bin.044	1	K11175
bin.044	1	K01933
bin.044	1	K01255
bin.044	1	K13531
bin.044	1	K01933
bin.044	1	K08884
bin.044	1	K01887
bin.044	1	K00658
bin.044	1	K02280
bin.044	1	K06158
bin.044	1	K08677
bin.044	1	K03495
bin.044	1	K03501
bin.044	1	K03650
bin.044	1	K17865
bin.044	1	K15052
bin.044	1	K00023
bin.044	1	K02355
bin.044	1	K02035
bin.044	1	K00340
bin.044	1	K00341
bin.044	1	K11085
bin.044	1	K01669
bin.044	1	K01358
bin.044	1	K03545
bin.044	1	K10674
bin.044	1	K01915
bin.044	1	K00012
bin.044	1	K00012
bin.044	1	K11783
bin.044	1	K01971
bin.044	1	K01142
bin.044	1	K02182
bin.044	1	K11065
bin.044	1	K02035
bin.044	1	K00100
bin.044	1	K03928
bin.044	1	K08977
bin.044	1	K01246
bin.044	1	K00721
bin.044	1	K08977
bin.044	1	K03928
bin.044	1	K01246
bin.044	1	K03654
bin.044	1	K01420
bin.044	1	K00318
bin.044	1	K00936
bin.044	1	K03316
bin.044	1	K01183
bin.044	1	K03889
bin.044	1	K07245
bin.044	1	K00027
bin.044	1	K07776
bin.044	1	K03881
bin.044	1	K03881
bin.044	1	K02256
bin.044	1	K02492
bin.044	1	K13542
bin.044	1	K11782
bin.044	1	K03466
bin.044	1	K19302
bin.044	1	K18285
bin.044	1	K14540
bin.044	1	K03100
bin.044	1	K08995
bin.044	1	K02469
bin.044	1	K03671
bin.044	1	K03695
bin.044	1	K02469
bin.044	1	K03652
bin.044	1	K06178
bin.044	1	K05998
bin.044	1	K19711
bin.044	1	K05998
bin.044	1	K03113
bin.044	1	K03790
bin.044	1	K01638
bin.044	1	K00164
bin.044	1	K11991
bin.044	1	K11477
bin.044	1	K01809
bin.044	1	K07124
bin.044	1	K01754
bin.044	1	K00059
bin.044	1	K07152
bin.044	1	K03886
bin.044	1	K00412
bin.044	1	K00382
bin.044	1	K01179
bin.044	1	K07458
bin.044	1	K01092
bin.044	1	K07776
bin.044	1	K01885
bin.044	1	K04042
bin.044	1	K07646
bin.044	1	K01735
bin.044	1	K09458
bin.044	1	K02003
bin.044	1	K08677
bin.044	1	K13019
bin.044	1	K01301
bin.044	1	K01873
bin.044	1	K02825
bin.044	1	K16264
bin.044	1	K06864
bin.044	1	K07090
bin.044	1	K18910
bin.044	1	K02025
bin.044	1	K00059
bin.044	1	K02027
bin.044	1	K07462
bin.044	1	K01156
bin.044	1	K00301
bin.044	1	K02990
bin.044	1	K01153
bin.044	1	K01154
bin.044	1	K03111
bin.044	1	K08996
bin.044	1	K00540
bin.044	1	K03427
bin.044	1	K01448
bin.044	1	K01776
bin.044	1	K15633
bin.044	1	K03783
bin.044	1	K01915
bin.044	1	K01432
bin.044	1	K01593
bin.044	1	K01897
bin.044	1	K01679
bin.044	1	K09022
bin.044	1	K00748
bin.044	1	K00677
bin.044	1	K02372
bin.044	1	K02535
bin.044	1	K02536
bin.044	1	K03723
bin.044	1	K07533
bin.044	1	K03543
bin.044	1	K01057
bin.044	1	K06863
bin.044	1	K06863
bin.044	1	K01998
bin.044	1	K01997
bin.044	1	K00806
bin.044	1	K00981
bin.044	1	K00099
bin.044	1	K03654
bin.044	1	K01426
bin.044	1	K02483
bin.044	1	K02484
bin.044	1	K18138
bin.044	1	K03499
bin.044	1	K03499
bin.044	1	K03703
bin.044	1	K01710
bin.044	1	K00012
bin.044	1	K03594
bin.044	1	K01628
bin.044	1	K00525
bin.044	1	K00525
bin.044	1	K07015
bin.044	1	K01560
bin.044	1	K00014
bin.044	1	K02035
bin.044	1	K01918
bin.044	1	K09251
bin.044	1	K03797
bin.044	1	K05540
bin.044	1	K02584
bin.044	1	K03525
bin.044	1	K13038
bin.044	1	K01883
bin.044	1	K03218
bin.044	1	K00865
bin.044	1	K01758
bin.044	1	K07214
bin.044	1	K01697
bin.044	1	K01546
bin.044	1	K03316
bin.044	1	K02011
bin.044	1	K02010
bin.044	1	K00384
bin.044	1	K02078
bin.044	1	K00059
bin.044	1	K03106
bin.044	1	K00645
bin.044	1	K06044
bin.044	1	K01236
bin.044	1	K07305
bin.044	1	K15866
bin.044	1	K03530
bin.044	1	K06949
bin.044	1	K02968
bin.044	1	K00858
bin.044	1	K03631
bin.044	1	K00077
bin.044	1	K01546
bin.044	1	K01548
bin.044	1	K01547
bin.044	1	K03110
bin.044	1	K03553
bin.044	1	K09704
bin.044	1	K01768
bin.044	1	K00548
bin.044	1	K09967
bin.044	1	K09190
bin.044	1	K10773
bin.044	1	K03575
bin.044	1	K03070
bin.044	1	K04094
bin.044	1	K03168
bin.044	1	K05710
bin.044	1	K01823
bin.044	1	K05520
bin.044	1	K00566
bin.044	1	K09767
bin.044	1	K02484
bin.044	1	K03088
bin.044	1	K02823
bin.044	1	K17836
bin.044	1	K01999
bin.044	1	K01997
bin.044	1	K01998
bin.044	1	K01998
bin.044	1	K02412
bin.044	1	K02388
bin.044	1	K03147
bin.044	1	K01703
bin.044	1	K01704
bin.044	1	K09162
bin.044	1	K03304
bin.044	1	K02003
bin.044	1	K09458
bin.044	1	K00389
bin.044	1	K02275
bin.044	1	K00163
bin.044	1	K00627
bin.044	1	K02970
bin.044	1	K09117
bin.044	1	K01114
bin.044	1	K01476
bin.044	1	K07335
bin.044	1	K02316
bin.044	1	K03086
bin.044	1	K01006
bin.044	1	K00257
bin.044	1	K01999
bin.044	1	K01997
bin.044	1	K01998
bin.044	1	K01995
bin.044	1	K01996
bin.044	1	K08282
bin.044	1	K02051
bin.044	1	K00830
bin.044	1	K01710
bin.044	1	K00973
bin.044	1	K00067
bin.044	1	K07250
bin.044	1	K00681
bin.044	1	K06048
bin.044	1	K00140
bin.044	1	K07263
bin.044	1	K05592
bin.044	1	K03544
bin.044	1	K01358
bin.044	1	K08282
bin.044	1	K00798
bin.044	1	K01881
bin.044	1	K13652
bin.044	1	K03829
bin.044	1	K01669
bin.044	1	K07095
bin.044	1	K04719
bin.044	1	K08677
bin.044	1	K03316
bin.044	1	K00936
bin.044	1	K00382
bin.044	1	K03296
bin.044	1	K06889
bin.044	1	K02536
bin.044	1	K07263
bin.044	1	K00135
bin.044	1	K03402
bin.044	1	K01940
bin.044	1	K00611
bin.044	1	K19569
bin.044	1	K01755
bin.044	1	K00257
bin.044	1	K03088
bin.044	1	K19416
bin.044	1	K00955
bin.044	1	K00957
bin.044	1	K00764
bin.044	1	K01945
bin.044	1	K01951
bin.044	1	K00012
bin.044	1	K08678
bin.044	1	K13668
bin.044	1	K07011
bin.044	1	K03316
bin.044	1	K06911
bin.044	1	K01247
bin.044	1	K03271
bin.044	1	K07031
bin.044	1	K00059
bin.044	1	K15552
bin.044	1	K01467
bin.044	1	K01889
bin.044	1	K01890
bin.044	1	K00507
bin.044	1	K02887
bin.044	1	K01515
bin.044	1	K09819
bin.044	1	K01589
bin.044	1	K01588
bin.044	1	K01895
bin.044	1	K03705
bin.044	1	K03892
bin.044	1	K03325
bin.044	1	K03446
bin.044	1	K03530
bin.044	1	K04083
bin.044	1	K03786
bin.044	1	K01662
bin.044	1	K00339
bin.044	1	K00338
bin.044	1	K00336
bin.044	1	K00337
bin.044	1	K05337
bin.044	1	K03862
bin.044	1	K01996
bin.044	1	K03821
bin.044	1	K04066
bin.044	1	K07393
bin.044	1	K01802
bin.044	1	K02035
bin.044	1	K07304
bin.044	1	K04047
bin.044	1	K11177
bin.044	1	K11178
bin.044	1	K13483
bin.044	1	K01972
bin.044	1	K03043
bin.044	1	K01703
bin.044	1	K01649
bin.044	1	K14540
bin.044	1	K17206
bin.044	1	K03470
bin.044	1	K07460
bin.044	1	K01761
bin.044	1	K10441
bin.044	1	K10439
bin.044	1	K03294
bin.044	1	K00134
bin.044	1	K00927
bin.044	1	K01803
bin.044	1	K15633
bin.044	1	K01999
bin.044	1	K00104
bin.044	1	K00529
bin.044	1	K11473
bin.044	1	K11473
bin.044	1	K11472
bin.044	1	K03602
bin.044	1	K03601
bin.044	1	K05366
bin.044	1	K01963
bin.044	1	K00721
bin.044	1	K09761
bin.044	1	K03686
bin.044	1	K02909
bin.044	1	K02835
bin.044	1	K12574
bin.044	1	K08151
bin.044	1	K01392
bin.044	1	K07025
bin.044	1	K08316
bin.044	1	K00954
bin.044	1	K02988
bin.044	1	K02988
bin.044	1	K02876
bin.044	1	K00392
bin.044	1	K02952
bin.044	1	K01265
bin.044	1	K02919
bin.044	1	K03076
bin.044	1	K00939
bin.044	1	K02035
bin.044	1	K01436
bin.044	1	K01971
bin.044	1	K10979
bin.044	1	K01971
bin.044	1	K01740
bin.044	1	K01617
bin.044	1	K08678
bin.044	1	K13668
bin.044	1	K00334
bin.044	1	K00335
bin.044	1	K00333
bin.044	1	K02990
bin.044	1	K03111
bin.044	1	K03526
bin.044	1	K02016
bin.044	1	K13491
bin.044	1	K13490
bin.044	1	K00343
bin.044	1	K13787
bin.044	1	K03527
bin.044	1	K00457
bin.044	1	K06020
bin.044	1	K02519
bin.044	1	K01990
bin.044	1	K01436
bin.044	1	K00845
bin.044	1	K00558
bin.044	1	K07746
bin.044	1	K07248
bin.044	1	K00114
bin.044	1	K03117
bin.044	1	K02888
bin.044	1	K07584
bin.044	1	K05710
bin.044	1	K00554
bin.044	1	K03882
bin.044	1	K03879
bin.044	1	K03883
bin.044	1	K03879
bin.044	1	K02262
bin.044	1	K03884
bin.044	1	K03182
bin.044	1	K00962
bin.044	1	K00945
bin.044	1	K00655
bin.044	1	K00603
bin.044	1	K04485
bin.044	1	K00705
bin.044	1	K16881
bin.044	1	K01952
bin.044	1	K01992
bin.044	1	K07507
bin.044	1	K00166
bin.044	1	K02035
bin.044	1	K01972
bin.044	1	K01972
bin.044	1	K02520
bin.044	1	K08676
bin.044	1	K03635
bin.044	1	K07024
bin.044	1	K11996
bin.044	1	K03635
bin.044	1	K00284
bin.044	1	K01791
bin.044	1	K02113
bin.044	1	K02111
bin.044	1	K02115
bin.044	1	K02108
bin.044	1	K02110
bin.044	1	K07671
bin.044	1	K00936
bin.044	1	K11527
bin.044	1	K00936
bin.044	1	K15634
bin.044	1	K04749
bin.044	1	K07263
bin.044	1	K07315
bin.044	1	K01262
bin.044	1	K01649
bin.044	1	K01652
bin.044	1	K05606
bin.044	1	K01999
bin.044	1	K08178
bin.044	1	K08178
bin.044	1	K08151
bin.044	1	K01956
bin.044	1	K07304
bin.044	1	K03218
bin.044	1	K01999
bin.044	1	K03715
bin.044	1	K06158
bin.044	1	K01681
bin.044	1	K03684
bin.044	1	K02049
bin.044	1	K02050
bin.044	1	K03119
bin.044	1	K02051
bin.044	1	K00128
bin.044	1	K01902
bin.044	1	K01903
bin.044	1	K01356
bin.044	1	K02761
bin.044	1	K03199
bin.044	1	K03204
bin.044	1	K03200
bin.044	1	K03196
bin.044	1	K03205
bin.044	1	K03198
bin.044	1	K11603
bin.044	1	K09818
bin.044	1	K03296
bin.044	1	K00951
bin.044	1	K02035
bin.044	1	K06199
bin.044	1	K02033
bin.044	1	K01997
bin.044	1	K01995
bin.044	1	K01998
bin.044	1	K01996
bin.044	1	K01436
bin.044	1	K03088
bin.044	1	K03924
bin.044	1	K03321
bin.044	1	K00666
bin.044	1	K02035
bin.044	1	K03446
bin.044	1	K00567
bin.044	1	K02283
bin.044	1	K01816
bin.044	1	K01608
bin.044	1	K02674
bin.044	1	K01868
bin.044	1	K09936
bin.044	1	K03832
bin.044	1	K03560
bin.044	1	K06153
bin.044	1	K03637
bin.044	1	K03625
bin.044	1	K01961
bin.044	1	K00796
bin.044	1	K13940
bin.044	1	K11754
bin.044	1	K02419
bin.044	1	K02417
bin.044	1	K03781
bin.044	1	K04042
bin.044	1	K07535
bin.044	1	K01560
bin.044	1	K03316
bin.044	1	K00001
bin.044	1	K03701
bin.044	1	K00067
bin.044	1	K07507
bin.044	1	K10027
bin.044	1	K07263
bin.044	1	K13829
bin.044	1	K00615
bin.044	1	K00615
bin.044	1	K01338
bin.044	1	K02314
bin.044	1	K00384
bin.044	1	K04720
bin.044	1	K07506
bin.044	1	K02049
bin.044	1	K07045
bin.044	1	K07090
bin.044	1	K02049
bin.044	1	K02050
bin.044	1	K01354
bin.044	1	K00549
bin.044	1	K16968
bin.044	1	K02050
bin.044	1	K02051
bin.044	1	K02004
bin.044	1	K07693
bin.044	1	K12511
bin.044	1	K09005
bin.044	1	K12510
bin.044	1	K02948
bin.044	1	K03040
bin.044	1	K02986
bin.044	1	K03446
bin.044	1	K02879
bin.044	1	K09927
bin.044	1	K00128
bin.044	1	K00615
bin.044	1	K03194
bin.044	1	K02653
bin.044	1	K02652
bin.044	1	K02669
bin.044	1	K03090
bin.044	1	K07658
bin.044	1	K02669
bin.044	1	K02666
bin.044	1	K00605
bin.044	1	K00797
bin.044	1	K02437
bin.044	1	K12506
bin.044	1	K00991
bin.044	1	K02495
bin.044	1	K02902
bin.044	1	K03621
bin.044	1	K09959
bin.044	1	K00138
bin.044	1	K00252
bin.044	1	K00343
bin.044	1	K02335
bin.044	1	K02030
bin.044	1	K03893
bin.044	1	K03549
bin.044	1	K00053
bin.044	1	K01652
bin.044	1	K07259
bin.044	1	K18011
bin.044	1	K01844
bin.044	1	K06020
bin.044	1	K00612
bin.044	1	K00248
bin.044	1	K09812
bin.044	1	K09811
bin.044	1	K02392
bin.044	1	K02392
bin.044	1	K02400
bin.044	1	K05343
bin.044	1	K16147
bin.044	1	K03797
bin.044	1	K01990
bin.044	1	K01992
bin.044	1	K01028
bin.044	1	K01992
bin.044	1	K01029
bin.044	1	K00033
bin.044	1	K14026
bin.044	1	K01114
bin.044	1	K08677
bin.044	1	K02274
bin.044	1	K02275
bin.044	1	K01788
bin.044	1	K08677
bin.044	1	K00794
bin.044	1	K14652
bin.044	1	K00008
bin.044	1	K06881
bin.044	1	K03177
bin.044	1	K11753
bin.044	1	K02834
bin.044	1	K03696
bin.044	1	K16937
bin.044	1	K18855
bin.044	1	K13010
bin.044	1	K01791
bin.044	1	K03929
bin.044	1	K06178
bin.044	1	K06208
bin.044	1	K03856
bin.044	1	K06958
bin.044	1	K00806
bin.044	1	K06207
bin.044	1	K03695
bin.044	1	K11177
bin.044	1	K17836
bin.044	1	K01448
bin.044	1	K00966
bin.044	1	K03572
bin.044	1	K00791
bin.044	1	K02950
bin.044	1	K02355
bin.044	1	K02992
bin.044	1	K00130
bin.044	1	K04567
bin.044	1	K03624
bin.044	1	K00020
bin.044	1	K00114
bin.044	1	K16254
bin.044	1	K02034
bin.044	1	K03564
bin.044	1	K01266
bin.044	1	K01610
bin.044	1	K02358
bin.044	1	K02946
bin.044	1	K00252
bin.044	1	K07263
bin.044	1	K15977
bin.044	1	K11159
bin.044	1	K03282
bin.044	1	K00666
bin.044	1	K03750
bin.044	1	K00122
bin.044	1	K00951
bin.044	1	K00759
bin.044	1	K00042
bin.044	1	K03296
bin.044	1	K01808
bin.044	1	K05878
bin.044	1	K05879
bin.044	1	K01681
bin.044	1	K01681
bin.044	1	K09461
bin.044	1	K00849
bin.044	1	K03088
bin.044	1	K09704
bin.044	1	K00036
bin.044	1	K02433
bin.044	1	K03215
bin.044	1	K02435
bin.044	1	K03929
bin.044	1	K02493
bin.044	1	K00435
bin.044	1	K03465
bin.044	1	K03821
bin.044	1	K01958
bin.044	1	K01392
bin.044	1	K02601
bin.044	1	K02867
bin.044	1	K02863
bin.044	1	K02864
bin.044	1	K03782
bin.044	1	K01870
bin.044	1	K00641
bin.044	1	K01740
bin.044	1	K00003
bin.044	1	K01775
bin.044	1	K02433
bin.044	1	K02434
bin.044	1	K03296
bin.044	1	K03296
bin.044	1	K01436
bin.044	1	K00284
bin.044	1	K00943
bin.044	1	K01582
bin.044	1	K00007
bin.044	1	K00297
bin.044	1	K01883
bin.044	1	K01770
bin.044	1	K00640
bin.044	1	K00820
bin.044	1	K00989
bin.044	1	K07456
bin.044	1	K01866
bin.044	1	K07679
bin.044	1	K09014
bin.044	1	K01611
bin.044	1	K03179
bin.044	1	K02013
bin.044	1	K02015
bin.044	1	K08677
bin.044	1	K10563
bin.044	1	K07058
bin.044	1	K03568
bin.044	1	K04518
bin.044	1	K16203
bin.044	1	K13529
bin.044	1	K02528
bin.044	1	K00123
bin.044	1	K14162
bin.044	1	K00077
bin.044	1	K00666
bin.044	1	K01114
bin.044	1	K01992
bin.044	1	K01854
bin.044	1	K00067
bin.044	1	K04035
bin.044	1	K00148
bin.044	1	K01066
bin.044	1	K03551
bin.044	1	K03550
bin.044	1	K01159
bin.044	1	K08884
bin.044	1	K05364
bin.044	1	K00166
bin.044	1	K06044
bin.044	1	K07241
bin.044	1	K07238
bin.044	1	K03316
bin.044	1	K04749
bin.044	1	K00135
bin.044	1	K03716
bin.044	1	K09456
bin.044	1	K07119
bin.044	1	K02017
bin.044	1	K13979
bin.044	1	K15496
bin.044	1	K00433
bin.044	1	K02618
bin.044	1	K07263
bin.044	1	K01807
bin.044	1	K06015
bin.044	1	K03666
bin.044	1	K01778
bin.044	1	K01896
bin.044	1	K02232
bin.044	1	K07044
bin.044	1	K03524
bin.044	1	K00114
bin.044	1	K07391
bin.044	1	K07222
bin.044	1	K07040
bin.044	1	K08678
bin.044	1	K05946
bin.044	1	K16556
bin.044	1	K01999
bin.044	1	K01078
bin.044	1	K01783
bin.044	1	K01791
bin.044	1	K01493
bin.044	1	K02851
bin.044	1	K00548
bin.044	1	K01322
bin.044	1	K03969
bin.044	1	K03119
bin.044	1	K02012
bin.044	1	K03782
bin.044	1	K07386
bin.044	1	K00008
bin.044	1	K00762
bin.044	1	K01591
bin.044	1	K00817
bin.044	1	K02035
bin.044	1	K03216
bin.044	1	K01990
bin.044	1	K00382
bin.044	1	K01992
bin.044	1	K07516
bin.044	1	K00626
bin.044	1	K07516
bin.044	1	K01078
bin.044	1	K03179
bin.044	1	K07157
bin.044	1	K04564
bin.044	1	K10229
bin.044	1	K10112
bin.044	1	K00008
bin.044	1	K02420
bin.044	1	K02400
bin.044	1	K02421
bin.044	1	K02401
bin.044	1	K08676
bin.044	1	K03217
bin.044	1	K08998
bin.044	1	K03536
bin.044	1	K02313
bin.044	1	K00382
bin.044	1	K11473
bin.044	1	K09015
bin.044	1	K00311
bin.044	1	K00075
bin.044	1	K01921
bin.044	1	K01693
bin.044	1	K01647
bin.044	1	K01784
bin.044	1	K00059
bin.044	1	K01738
bin.044	1	K01061
bin.044	1	K14162
bin.044	1	K17225
bin.044	1	K17225
bin.044	1	K00384
bin.044	1	K03564
bin.044	1	K08738
bin.044	1	K02274
bin.044	1	K02275
bin.044	1	K03722
bin.044	1	K08301
bin.044	1	K08301
bin.044	1	K01849
bin.044	1	K01912
bin.044	1	K00265
bin.044	1	K00091
bin.044	1	K03088
bin.044	1	K03639
bin.044	1	K02035
bin.044	1	K07402
bin.044	1	K07402
bin.044	1	K01996
bin.044	1	K00100
bin.044	1	K07141
bin.044	1	K01840
bin.044	1	K02959
bin.044	1	K03106
bin.044	1	K02419
bin.044	1	K01923
bin.044	1	K01756
bin.044	1	K00166
bin.044	1	K00167
bin.044	1	K00817
bin.044	1	K00919
bin.044	1	K01745
bin.044	1	K02039
bin.044	1	K01715
bin.044	1	K03856
bin.044	1	K00344
bin.044	1	K07535
bin.044	1	K01872
bin.044	1	K03147
bin.044	1	K03980
bin.044	1	K01601
bin.044	1	K09903
bin.044	1	K02838
bin.044	1	K02357
bin.044	1	K09705
bin.044	1	K03186
bin.044	1	K01915
bin.044	1	K03521
bin.044	1	K01524
bin.044	1	K03522
bin.044	1	K01669
bin.044	1	K03088
bin.044	1	K11381
bin.044	1	K03320
bin.044	1	K00588
bin.044	1	K00484
bin.044	1	K07042
bin.044	1	K00901
bin.044	1	K06217
bin.044	1	K03699
bin.044	1	K01621
bin.044	1	K02823
bin.044	1	K17828
bin.044	1	K01420
bin.044	1	K03932
bin.044	1	K03561
bin.044	1	K03560
bin.044	1	K02484
bin.044	1	K03572
bin.044	1	K01420
bin.044	1	K11336
bin.044	1	K11337
bin.044	1	K13529
bin.044	1	K08995
bin.044	1	K01843
bin.044	1	K18012
bin.044	1	K11717
bin.044	1	K09015
bin.044	1	K01876
bin.044	1	K06149
bin.044	1	K07015
bin.044	1	K02045
bin.044	1	K02048
bin.044	1	K04039
bin.044	1	K04038
bin.044	1	K10960
bin.044	1	K04040
bin.044	1	K10960
bin.044	1	K03043
bin.044	1	K02004
bin.044	1	K00249
bin.044	1	K03119
bin.044	1	K01546
bin.044	1	K00930
bin.044	1	K01006
bin.044	1	K07497
bin.044	1	K00558
bin.044	1	K02238
bin.044	1	K05364
bin.044	1	K14441
bin.044	1	K01452
bin.044	1	K03702
bin.044	1	K00114
bin.044	1	K02400
bin.044	1	K02401
bin.044	1	K00275
bin.044	1	K03168
bin.044	1	K01955
bin.044	1	K07979
bin.044	1	K01990
bin.044	1	K08482
bin.044	1	K08481
bin.044	1	K08481
bin.044	1	K01338
bin.044	1	K02963
bin.044	1	K02939
bin.044	1	K01915
bin.044	1	K01443
bin.044	1	K07649
bin.044	1	K07774
bin.044	1	K01338
bin.044	1	K02049
bin.044	1	K02051
bin.044	1	K02050
bin.044	1	K00989
bin.044	1	K02065
bin.044	1	K02066
bin.044	1	K03543
bin.044	1	K06006
bin.044	1	K03790
bin.044	1	K01754
bin.044	1	K01754
bin.044	1	K01816
bin.044	1	K03574
bin.044	1	K03446
bin.044	1	K03296
bin.044	1	K00459
bin.044	1	K13483
bin.044	1	K00666
bin.044	1	K11177
bin.044	1	K11178
bin.044	1	K00666
bin.044	1	K07319
bin.044	1	K06518
bin.044	1	K13953
bin.044	1	K01689
bin.044	1	K07118
bin.044	1	K13653
bin.044	1	K09458
bin.044	1	K07224
bin.044	1	K04518
bin.044	1	K03885
bin.044	1	K00772
bin.044	1	K00324
bin.044	1	K00855
bin.044	1	K01999
bin.044	1	K02453
bin.044	1	K01997
bin.044	1	K11717
bin.044	1	K04488
bin.044	1	K00249
bin.044	1	K00848
bin.044	1	K01869
bin.044	1	K10947
bin.044	1	K01937
bin.044	1	K07011
bin.044	1	K12994
bin.044	1	K02878
bin.044	1	K02904
bin.044	1	K02890
bin.044	1	K02926
bin.044	1	K02892
bin.044	1	K02961
bin.044	1	K02874
bin.044	1	K02886
bin.044	1	K02965
bin.044	1	K02954
bin.044	1	K02931
bin.044	1	K02895
bin.044	1	K04641
bin.044	1	K03195
bin.044	1	K02906
bin.044	1	K09005
bin.044	1	K00801
bin.044	1	K00833
bin.044	1	K09762
bin.044	1	K06147
bin.044	1	K01712
bin.044	1	K01468
bin.044	1	K03182
bin.044	1	K01999
bin.044	1	K03596
bin.044	1	K02221
bin.044	1	K13487
bin.044	1	K13488
bin.044	1	K13486
bin.044	1	K01061
bin.044	1	K01434
bin.044	1	K02112
bin.044	1	K06863
bin.044	1	K01952
bin.044	1	K02500
bin.044	1	K01546
bin.044	1	K10857
bin.044	1	K01711
bin.044	1	K15856
bin.044	1	K09121
bin.044	1	K01082
bin.044	1	K02347
bin.044	1	K00763
bin.044	1	K11749
